Date first seen,Proto,Src IP Addr,Dst IP Addr,Dst Pt,In Byte,In Packet,Out Byte,Out Packet,Flags,Duration,pattern_idx
2017-04-07 07:05:26.334136137,UDP,192.168.220.11,DNS,53.0,92,1,74,1,......,0,2985
2017-04-07 07:05:26.336478187,UDP,192.168.220.7,DNS,53.0,90,2,74,2,......,0,2985
2017-04-07 07:34:35.295962938,UDP,192.168.200.5,DNS,53.0,95,2,0,1,......,0,3025
2017-04-07 07:34:35.298023951,TCP,192.168.200.5,10319_235,443.0,11350,20,91,28,.AP.SF,1,3025
2017-04-07 08:10:10.121566335,UDP,192.168.220.16,15799_153,138.0,0,0,142,2,......,0,3090
2017-04-07 08:10:25.248531846,UDP,192.168.220.15,192.168.220.16,53.0,90,2,2465,2,......,0,3090
2017-04-07 08:10:25.368676909,TCP,192.168.220.15,10016_50,443.0,365,7,175,0,.AP.SF,0,3090
2017-04-07 08:41:25.910674980,TCP,192.168.220.13,14453_50,80.0,1374,12,1646,5,.AP.SF,0,3119
2017-04-07 08:41:25.921968284,TCP,192.168.220.13,10078_74,80.0,1381,42,0,5,.AP.SF,0,3119
2017-04-07 09:51:48.068647430,UDP,192.168.220.7,DNS,53.0,319,2,147,2,......,0,3279
2017-04-07 09:51:48.075579946,UDP,192.168.220.7,DNS,53.0,0,2,150,1,......,0,3279
2017-04-07 09:51:48.082975844,UDP,192.168.220.7,10025_202,137.0,1867357880,16,1824654031,1301543,......,0,3279
2017-04-07 09:51:48.351753282,TCP,192.168.220.7,192.168.100.5,445.0,7371,0,911,1245145,.AP..F,6,3279
2017-04-07 10:42:42.539475972,UDP,192.168.220.9,DNS,53.0,301,1,75,1,......,0,3314
2017-04-07 10:42:42.543653966,UDP,192.168.220.9,DNS,53.0,154,1,818,1,......,64,3314
2017-04-07 10:42:42.546565255,UDP,192.168.220.4,DNS,53.0,505,2,74,1,......,0,3314
2017-04-07 10:42:42.643069610,UDP,192.168.220.15,DNS,53.0,123,1,0,1,......,0,3314
2017-04-07 12:27:45.703399674,TCP,192.168.210.4,10018_62,443.0,583,7,955,6,.APRSF,5,3467
2017-04-07 12:27:46.083088588,TCP,192.168.210.4,10025_202,443.0,98,17,322,11,.APRSF,5,3467
2017-04-07 13:45:04.031229021,UDP,192.168.200.9,DNS,53.0,1784,2,73,2,......,0,3674
2017-04-07 13:45:04.923636748,UDP,192.168.200.9,DNS,53.0,105,1,90,2,......,0,3674
2017-04-07 14:40:26.863592901,UDP,192.168.200.4,DNS,53.0,242,1,1948958807,2,......,0,3901
2017-04-07 14:40:26.870631753,UDP,192.168.200.4,DNS,53.0,241,2,1855080676,2,......,0,3901
2017-04-07 14:58:53.819607951,TCP,192.168.220.7,10014_174,80.0,203,3,271,3,.A..SF,35,3916
2017-04-07 14:58:54.952242381,TCP,192.168.220.7,13483_132,80.0,386,37,843,7,.AP.SF,0,3916
2017-04-07 15:33:53.815250935,UDP,192.168.210.4,192.168.220.255,137.0,0,0,91,2,......,0,4043
2017-04-07 15:33:53.828159478,UDP,192.168.200.9,192.168.220.255,137.0,0,0,91,1,......,0,4043
2017-04-07 15:33:54.130505767,UDP,192.168.200.5,192.168.210.4,53.0,92,1,75,2,......,0,4043
2017-04-07 15:33:54.337852853,UDP,192.168.220.4,192.168.200.9,53.0,92,2,74,2,......,0,4043
2017-04-07 15:33:54.419298633,UDP,192.168.220.4,16376_229,443.0,1908,2,3691,2,......,0,4043
2017-04-07 15:33:54.470478670,UDP,192.168.200.5,192.168.200.255,443.0,1982,2,3372,1,......,0,4043
2017-04-07 15:42:30.237613193,TCP,192.168.200.9,10754_14,80.0,118,1,212,4,.A..SF,0,4060
2017-04-07 15:42:30.246676512,TCP,192.168.200.9,10509_155,80.0,116,2,192,4,.A..SF,0,4060
2017-04-07 15:42:30.251883758,TCP,192.168.200.9,10199_2,80.0,115,1,183,3,.A..SF,0,4060
2017-04-07 15:42:30.417244478,TCP,192.168.200.9,11744_154,80.0,120,2,201,2,.A..SF,3,4060
2017-04-07 16:46:29.528804292,UDP,192.168.220.6,DNS,53.0,110,1,63,2,......,0,4227
2017-04-07 16:46:35.285207081,UDP,192.168.220.6,DNS,53.0,112,2,69,2,......,0,4227
2017-04-07 17:08:20.007930299,UDP,192.168.220.15,DNS,53.0,10238,1,64,1,......,1,4328
2017-04-07 17:08:20.628932403,UDP,192.168.220.15,DNS,53.0,5635,2,63,1,......,0,4328
2017-04-07 17:08:20.642306621,UDP,192.168.220.15,DNS,53.0,551,2,60,2,......,0,4328
2017-04-07 17:08:23.583825887,UDP,192.168.220.15,DNS,53.0,238,2,58,2,......,63,4328
2017-04-07 17:19:21.877216656,UDP,192.168.200.4,DNS,53.0,330,1,216,1,......,0,4348
2017-04-07 17:19:21.879911848,UDP,192.168.200.4,DNS,53.0,267,1,153,1,......,0,4348
2017-04-07 17:19:21.893268862,UDP,192.168.200.4,DNS,53.0,271,1,153,1,......,0,4348
2017-04-08 02:19:18.957093343,UDP,192.168.200.9,DNS,53.0,134,1,74,1,......,0,4491
2017-04-08 02:19:51.045379784,UDP,192.168.200.9,DNS,53.0,269,2,92,1,......,0,4491
2017-04-08 11:16:16.163502463,TCP,192.168.220.7,10603_44,80.0,710,31,1170,4,.AP.SF,0,4606
2017-04-08 11:16:16.187405142,TCP,192.168.220.7,16381_246,80.0,249,2,1218,14,.AP.SF,4,4606
2017-04-08 11:19:26.680658547,TCP,192.168.220.7,11744_163,445.0,110,40,160,4,.AP.SF,170,4632
2017-04-08 11:19:26.682468079,TCP,192.168.220.7,10793_130,445.0,103,4,76,4,.AP.SF,131,4632
2017-04-08 13:59:38.577770798,UDP,192.168.220.13,DNS,53.0,120,1,1560,1,......,31,4688
2017-04-08 13:59:38.825914868,UDP,192.168.210.5,192.168.220.13,53.0,178,1,75,2,......,0,4688
2017-04-08 14:48:26.884974178,UDP,192.168.220.9,10124_1,138.0,0,0,510,1,......,0,4705
2017-04-08 14:48:27.651767735,UDP,192.168.220.9,14193_88,8082.0,424,2,469,2,.AP.S.,62,4705
2017-04-08 20:10:26.883920054,UDP,192.168.220.15,DNS,53.0,395,1,3521,1,......,0,4825
2017-04-08 20:10:26.894694483,UDP,192.168.220.15,DNS,53.0,4676,1,3804,1,......,0,4825
2017-04-08 20:23:23.888788777,UDP,192.168.220.11,DNS,53.0,7662,1,7102,2,......,0,4828
2017-04-08 20:26:07.782401990,TCP,192.168.220.11,16362_140,443.0,63323,55,58,19,.AP.SF,6,4828
2017-04-09 10:04:25.851566354,TCP,192.168.220.15,16378_26,443.0,148,8,468,20,.AP.SF,17,5021
2017-04-09 10:05:11.453252411,UDP,192.168.220.15,DNS,53.0,392,1,143,1,......,0,5021
2017-04-09 10:04:25.993367310,TCP,192.168.220.4,10598_125,443.0,11822,28,2010,16,.AP.SF,5,5022
2017-04-09 10:04:25.993518337,TCP,192.168.220.15,13483_132,443.0,457,28,2066,16,.AP.SF,0,5022
2017-04-10 04:12:35.365843523,TCP,192.168.200.8,12808_156,443.0,2235,12,2069,10,.AP.SF,14,5182
2017-04-10 04:13:43.788896378,TCP,192.168.200.8,16376_229,443.0,474,21,278,9,.AP.SF,0,5182
2017-04-10 04:22:07.612272069,TCP,192.168.220.15,10008_251,443.0,3534,21,899343544,750656,.AP...,4,5189
2017-04-10 04:26:38.445927272,TCP,192.168.220.15,10135_60,443.0,3526,5,73,6,.AP.S.,0,5189
2017-04-10 05:07:22.788736051,TCP,192.168.220.11,10444_137,443.0,218,25,3067,19,.APRSF,0,5201
2017-04-10 05:07:22.797134404,TCP,192.168.100.3,10008_251,443.0,212,0,3090,20,.APRSF,0,5201
2017-04-10 05:33:20.103720651,UDP,192.168.100.3,DNS,53.0,134,2,75,1,......,8,5205
2017-04-10 05:33:21.173125869,TCP,192.168.100.3,10296_238,443.0,1551,0,3966,23,.APRSF,0,5205
2017-04-10 05:33:21.173599464,UDP,192.168.100.3,DNS,53.0,134,1,75,1,......,0,5205
2017-04-10 05:33:24.318624340,UDP,192.168.100.3,DNS,53.0,78,1,72,2,......,2,5205
2017-04-10 07:06:21.218139789,TCP,192.168.220.11,11046_113,80.0,130,1,269,2,.A..SF,6,5265
2017-04-10 07:06:21.222242601,TCP,192.168.220.11,11276_12,80.0,137,2,265,2,.A..SF,6,5265
2017-04-10 07:06:21.234161552,TCP,192.168.220.11,10042_188,80.0,133,1,268,3,.A..SF,6,5265
2017-04-10 07:06:21.273536034,TCP,192.168.220.11,11046_113,80.0,134,2,268,4,.A..SF,6,5265
2017-04-10 07:28:07.376504079,TCP,192.168.210.5,10176_100,80.0,121,1,187,3,.A..SF,0,5348
2017-04-10 07:28:18.564548421,TCP,192.168.210.5,10220_206,80.0,178,2,222,4,.A..SF,0,5348
2017-04-10 07:28:18.808589647,TCP,192.168.210.5,10110_13,80.0,120,2,187,3,.A..SF,0,5348
2017-04-10 07:28:32.006037648,TCP,192.168.210.5,10586_42,80.0,172,3,212,3,.A..SF,62,5348
2017-04-10 07:51:17.062684982,UDP,192.168.210.5,DNS,53.0,344,2,135,2,......,0,5373
2017-04-10 07:51:17.071478600,UDP,192.168.220.15,DNS,53.0,305,2,169,1,......,0,5373
2017-04-10 09:53:29.152281921,TCP,192.168.200.8,15611_110,443.0,318,2,91,20,.AP.SF,0,5643
2017-04-10 09:53:34.064796696,UDP,192.168.200.8,15611_110,53.0,116,1,287,1,......,0,5643
2017-04-10 10:34:55.167083446,UDP,192.168.200.4,10126_183,137.0,0,0,91,2,......,0,5696
2017-04-10 10:34:55.943305667,UDP,192.168.220.15,192.168.200.4,53.0,184,1,68,2,......,0,5696
2017-04-10 10:34:56.111986242,TCP,192.168.220.15,10126_183,8082.0,470,7,77,5,.AP..F,12,5696
2017-04-10 10:39:12.925470830,UDP,192.168.220.15,DNS,53.0,287,2,77,2,......,0,5714
2017-04-10 10:39:12.932246896,UDP,192.168.220.4,DNS,53.0,9464,2,77,2,......,0,5714
2017-04-10 11:55:48.764819136,UDP,192.168.220.6,DNS,53.0,231,2,92,1,......,0,5860
2017-04-10 11:55:49.301261973,TCP,192.168.220.6,10122_64,443.0,6368,9,74,12,.AP..F,6,5860
2017-04-10 12:05:52.594212384,UDP,192.168.200.5,DNS,53.0,115,1,3641,1,......,0,5884
2017-04-10 12:05:52.604011346,UDP,192.168.200.5,DNS,53.0,117,1,946,1,......,0,5884
2017-04-10 12:06:22.858934802,UDP,192.168.100.6,DNS,53.0,388,2,142,1,......,0,5898
2017-04-10 12:06:23.219435114,UDP,192.168.100.6,DNS,53.0,397,1,140,2,......,63,5898
2017-04-10 13:41:50.296134661,UDP,192.168.200.4,DNS,53.0,313,1,151,1,......,0,6049
2017-04-10 13:41:50.308668909,UDP,192.168.200.4,DNS,53.0,148,1,152,1,......,0,6049
2017-04-10 14:56:46.353708774,UDP,192.168.100.4,DNS,53.0,569,1,152,2,......,5,6179
2017-04-10 14:56:46.596288381,UDP,192.168.100.4,DNS,53.0,1562160436,1,1084,1,......,0,6179
2017-04-10 14:57:44.519855563,UDP,192.168.220.11,10129_10,137.0,0,0,91,1,......,0,6193
2017-04-10 14:58:44.644581672,UDP,192.168.220.11,DNS,53.0,2207,2,150,2,......,0,6193
2017-04-10 15:32:19.790585949,TCP,192.168.220.7,16376_229,445.0,676,12,1114,15,.AP...,64,6235
2017-04-10 15:32:19.804734561,TCP,192.168.220.7,192.168.100.255,443.0,714,11,92,71,.AP.SF,0,6235
2017-04-10 15:32:19.851353035,TCP,192.168.220.15,10712_206,443.0,2967,11,149,35,.AP.SF,10,6235
2017-04-10 15:32:20.094875392,TCP,192.168.220.15,10240_193,138.0,363,7,91,24,.AP..F,43,6235
2017-04-10 15:32:28.252817934,TCP,192.168.220.15,11744_154,443.0,8768,10,74,10,.AP.SF,10,6235
2017-04-10 15:32:28.583497618,TCP,192.168.220.15,16378_36,443.0,91,4,7602,408243,.AP...,0,6235
2017-04-10 15:32:28.629020375,TCP,192.168.220.15,15799_153,443.0,303,10,242,22,.AP.SF,5,6235
2017-04-10 15:32:29.665220663,TCP,192.168.220.15,DNS,443.0,5948,21,150,10,.AP..F,3,6235
2017-04-10 16:24:13.687484247,TCP,192.168.220.12,10581_189,443.0,1179,5,971,18,.AP.SF,63,6272
2017-04-10 16:24:14.270249050,UDP,192.168.220.12,DNS,53.0,91,1,153,2,......,0,6272
2017-04-10 16:59:09.968892973,TCP,192.168.220.16,192.168.100.255,80.0,131,1,264,3,.A..SF,0,6318
2017-04-10 16:59:09.968973814,TCP,192.168.220.16,10026_67,80.0,134,1,266,3,.A..SF,0,6318
2017-04-10 16:59:20.521083997,TCP,192.168.220.16,10596_26,80.0,133,1,266,3,.A..SF,0,6325
2017-04-10 16:59:20.524689145,TCP,192.168.220.16,10963_46,80.0,124,1,270,3,.A..SF,301261,6325
2017-04-10 17:09:46.518180179,UDP,192.168.220.16,DNS,53.0,140,2,1086,2,......,0,6344
2017-04-10 17:09:57.889343271,UDP,192.168.200.5,192.168.220.16,53.0,1766,1,70,1,......,0,6344
2017-04-10 17:10:05.252965946,UDP,192.168.200.5,10585_221,137.0,497,0,1062,29,......,0,6344
2017-04-10 17:43:53.434053212,TCP,192.168.220.4,10043_254,80.0,442,3,663,5,.AP.SF,436732,6364
2017-04-10 17:43:53.448554326,TCP,192.168.220.12,10043_254,80.0,411,4,666,6,.AP.SF,371990,6364
2017-04-10 17:43:53.450875256,TCP,192.168.220.4,10043_254,80.0,447,3,650,6,.AP.SF,244045,6364
2017-04-10 17:43:53.452582841,TCP,192.168.220.4,10043_254,80.0,434,4,671,6,.AP.SF,0,6364
2017-04-10 22:46:07.010534213,UDP,192.168.220.15,DNS,53.0,1168,2,140,2,......,11,6491
2017-04-10 22:46:07.038275924,TCP,192.168.220.15,10048_62,80.0,983,6,643,21,.AP.SF,1,6491
2017-04-10 22:49:47.903522413,UDP,192.168.220.15,DNS,53.0,329,2,240,2,......,6,6495
2017-04-10 22:49:49.118110997,UDP,192.168.220.15,DNS,53.0,342,1,247,2,......,9,6495
2017-04-10 23:09:07.102522695,UDP,192.168.220.3,DNS,53.0,106,2,78,2,......,22,6499
2017-04-10 23:09:07.104235006,UDP,192.168.220.3,DNS,53.0,97,2,81,1,......,0,6499
2017-04-11 07:18:06.888341503,TCP,192.168.210.4,10124_1,80.0,1361,4,1855666441,4,.AP.SF,3,6675
2017-04-11 07:18:06.935291379,TCP,192.168.210.4,16378_163,443.0,1287,58,80,31,.APRSF,404080,6675
2017-04-11 07:22:14.849010594,UDP,192.168.210.4,DNS,53.0,360,1,74,1,......,0,6722
2017-04-11 07:22:15.277965784,UDP,192.168.200.4,DNS,53.0,367,1,74,2,......,0,6722
2017-04-11 07:51:23.597430461,TCP,192.168.220.7,10415_65,443.0,5411,6,1129,12,.AP.SF,0,6768
2017-04-11 07:51:35.151839469,TCP,192.168.220.7,10589_173,443.0,4614,15,2213,6,......,110,6768
2017-04-11 08:42:02.618999512,UDP,192.168.200.4,192.168.220.12,138.0,0,0,254,1,......,0,6850
2017-04-11 08:42:02.632818304,UDP,192.168.220.12,10068_98,137.0,0,0,92,1,......,0,6850
2017-04-11 08:43:33.910545848,TCP,192.168.200.4,10436_140,138.0,795,21,2216,69,.AP.SF,0,6876
2017-04-11 08:43:33.911110139,TCP,192.168.200.4,12613_89,137.0,49422,5,740,63,.AP.SF,6,6876
2017-04-11 11:11:44.690283145,UDP,192.168.100.3,DNS,53.0,366,2,148,2,......,0,7063
2017-04-11 11:11:44.886830791,UDP,192.168.220.4,DNS,53.0,294,2,149,2,......,6,7063
2017-04-11 11:11:54.868641160,UDP,192.168.100.3,DNS,53.0,4028,1,148,2,......,114,7063
2017-04-11 11:11:54.877193006,UDP,192.168.100.3,DNS,53.0,5366,2,149,2,......,116,7063
2017-04-11 11:11:58.528690590,UDP,192.168.100.3,DNS,53.0,216,2,149,2,......,173051,7063
2017-04-11 11:11:58.601165774,UDP,192.168.100.3,DNS,53.0,7072,2,149,1,......,299706,7063
2017-04-11 11:12:00.855920972,UDP,192.168.100.3,DNS,53.0,252,1,147,2,......,0,7063
2017-04-11 11:12:02.568843413,UDP,192.168.220.4,DNS,53.0,918,2,148,2,......,0,7063
2017-04-11 14:26:41.471321330,UDP,192.168.220.15,DNS,53.0,112,1,74,1,......,0,7413
2017-04-11 14:26:41.908246799,TCP,192.168.220.15,192.168.200.255,443.0,0,0,1855,5,.AP.S.,0,7413
2017-04-11 14:26:42.541756862,TCP,192.168.200.4,192.168.200.255,443.0,1981,23,3796,18,.APRSF,4,7413
2017-04-11 15:34:20.555066224,TCP,192.168.220.15,10660_133,80.0,131,2,267,3,.A..SF,497971,7492
2017-04-11 15:34:20.556042702,TCP,192.168.220.4,10126_183,80.0,136,1,270,4,.A..SF,7,7492
2017-04-11 15:51:31.516716604,TCP,192.168.220.15,10495_140,443.0,666756643,296349,1962049191,305407,.AP.SF,0,7533
2017-04-11 15:51:31.537864972,TCP,192.168.220.15,12807_233,443.0,176,2,156,61952,.AP.SF,0,7533
2017-04-11 15:57:58.592734563,TCP,192.168.220.14,10389_108,80.0,0,1,145,3,.A..SF,5,7555
2017-04-11 15:58:00.258053525,TCP,192.168.220.14,10028_204,80.0,877,5,875,4,.AP.SF,262232,7555
2017-04-11 16:35:39.081679388,UDP,192.168.220.9,DNS,53.0,183,1,81,1,......,5,7588
2017-04-11 16:35:39.552045855,UDP,192.168.220.9,DNS,53.0,179,1,77,1,......,5,7588
2017-04-11 16:35:41.450106085,UDP,192.168.220.9,DNS,53.0,170,1,76,1,......,0,7588
2017-04-11 16:35:45.590626219,UDP,192.168.220.9,DNS,53.0,178,1,76,2,......,6,7588
2017-04-11 16:35:53.017208004,UDP,192.168.220.9,DNS,53.0,171,1,1141,2,......,0,7588
2017-04-11 16:35:55.523204138,UDP,192.168.200.5,DNS,53.0,182,1,1147,1,......,3,7588
2017-04-11 16:35:56.400558418,UDP,192.168.220.13,DNS,53.0,171,1,136,1,......,0,7588
2017-04-11 16:35:56.810283214,UDP,192.168.200.5,DNS,53.0,188,1,1117,1,......,0,7588
2017-04-11 17:15:21.262583498,UDP,192.168.220.10,16378_98,137.0,0,0,91,2,......,0,7638
2017-04-11 17:15:26.278991200,UDP,192.168.220.7,192.168.220.10,53.0,91,1,77,1,......,0,7638
2017-04-11 17:39:52.780727711,UDP,192.168.220.14,14818_168,138.0,0,0,229,2,......,0,7653
2017-04-11 17:40:03.061279126,UDP,192.168.220.14,AttributeType.USE_PLACEHOLDER:1,53.0,56055,2,68,2,......,0,7653
2017-04-11 18:29:12.985967516,UDP,192.168.220.8,10025_202,137.0,0,0,91,2,......,0,7688
2017-04-11 18:29:41.030466588,UDP,192.168.220.4,192.168.220.8,53.0,171,2,222,2,......,0,7688
2017-04-05 08:38:35.049943025,UDP,192.168.200.4,DNS,53.0,75566,1,163,2,......,0,198
2017-04-05 08:38:35.069772816,TCP,192.168.200.4,10011_183,80.0,381,2,0,3,.A..SF,38,198
2017-04-05 08:40:33.963920327,TCP,192.168.220.4,10171_236,443.0,90,0,1943,9,.AP.SF,0,206
2017-04-05 08:40:33.964951185,TCP,192.168.220.4,10171_236,443.0,90,0,1946,9,.AP.SF,0,206
2017-04-05 10:11:44.117236146,TCP,192.168.220.4,10784_4,443.0,867,6,1043,6,.APRSF,84,515
2017-04-05 10:11:44.118569969,TCP,192.168.220.4,10784_4,443.0,763,5,1068,6,......,112,515
2017-04-05 10:56:30.853886262,UDP,192.168.200.4,DNS,53.0,8592,1,5352,2,......,0,601
2017-04-05 10:56:30.887145830,UDP,192.168.200.4,DNS,53.0,432,16,0,3,......,5,601
2017-04-05 11:23:46.540579818,TCP,192.168.220.14,12462_82,80.0,53836,50,155,40,.AP.SF,176806,649
2017-04-05 11:23:46.551799744,TCP,192.168.220.14,10118_111,80.0,54945,59,829,60,.AP.SF,415071,649
2017-04-05 11:37:43.866893747,UDP,192.168.200.4,DNS,53.0,192,2,55,2,......,0,667
2017-04-05 11:37:44.253367197,UDP,192.168.220.15,192.168.200.4,53.0,164,2,1097,2,......,0,667
2017-04-05 11:37:47.495754829,UDP,192.168.100.4,DNS,53.0,808,2,2986462668,1,......,0,667
2017-04-05 11:44:09.252434899,UDP,192.168.200.5,DNS,53.0,77853,2,154,1,......,0,700
2017-04-05 11:44:09.266816025,UDP,192.168.200.5,DNS,53.0,5285,2,109,2,......,0,700
2017-04-05 12:08:20.788723993,TCP,192.168.220.15,11744_163,80.0,134,2,271,2,.A..SF,0,761
2017-04-05 12:08:33.077446242,TCP,192.168.200.4,10436_138,80.0,133,2,269,3,.A..SF,0,761
2017-04-05 12:27:39.470265328,UDP,192.168.220.5,DNS,53.0,418,2,174,1,......,5,786
2017-04-05 12:27:39.471259158,UDP,192.168.220.15,DNS,53.0,178,1,176,2,......,0,786
2017-04-05 12:27:25.635457087,UDP,192.168.220.15,DNS,53.0,454,2,151,2,......,0,789
2017-04-05 12:27:25.641831789,UDP,192.168.200.4,DNS,53.0,303,2,152,2,......,0,789
2017-04-05 12:27:33.104683571,TCP,192.168.220.15,16382_114,443.0,2219,5,1448,12,.AP.SF,3,794
2017-04-05 12:27:33.562008345,TCP,192.168.220.15,10449_5,443.0,4575,10,2379,14,.AP.SF,0,794
2017-04-05 12:27:39.486372742,TCP,192.168.220.5,12843_2,443.0,3982,11,74,14,.AP.SF,116,797
2017-04-05 12:27:39.491552884,UDP,192.168.220.5,DNS,53.0,296,1,83,1,......,0,797
2017-04-05 13:07:59.770259396,TCP,192.168.200.4,13940_136,80.0,139,2,263,3,.A..SF,114,838
2017-04-05 13:08:01.608274198,TCP,192.168.200.4,10793_162,80.0,137,1,263,2,.A..SF,0,838
2017-04-05 13:08:02.670637380,TCP,192.168.200.4,11744_154,80.0,301,5,263,3,.A..SF,0,838
2017-04-05 13:08:03.615684026,TCP,192.168.200.4,15799_153,80.0,140,1,270,3,.A..SF,0,838
2017-04-05 13:08:03.628311194,TCP,192.168.200.4,13480_49,80.0,124,1,263,2,.A..SF,111,838
2017-04-05 13:08:16.776898125,TCP,192.168.200.4,10006_132,80.0,1200,1027007,267,4,.A..SF,34,838
2017-04-05 13:20:02.906077653,TCP,192.168.200.8,10026_204,443.0,3540,5,1693,6,.AP.S.,0,934
2017-04-05 13:20:02.924446892,TCP,192.168.200.8,10023_15,443.0,2771,4,1677,7,.AP.S.,0,934
2017-04-05 13:19:35.907289602,TCP,192.168.200.8,10008_251,443.0,808,5,176,6,.AP.S.,0,945
2017-04-05 13:19:35.921566896,TCP,192.168.200.8,12613_89,443.0,798,5,174,5,.AP.S.,0,945
2017-04-05 13:19:35.925199711,UDP,192.168.200.8,DNS,53.0,125,1,89,2,......,0,945
2017-04-05 13:19:36.333428153,UDP,192.168.100.4,DNS,53.0,139,1,74,1,......,0,949
2017-04-05 13:19:36.341275829,UDP,192.168.100.4,DNS,53.0,139,2,73,2,......,0,949
2017-04-05 13:19:36.364853560,UDP,192.168.100.4,DNS,53.0,131,1,73,1,......,0,949
2017-04-05 13:19:36.391668828,UDP,192.168.100.4,DNS,53.0,135,1,73,2,......,0,949
2017-04-05 13:20:01.440954702,TCP,192.168.220.5,11046_113,443.0,160,14,2664,12,.APRSF,236207,951
2017-04-05 13:20:01.453024785,TCP,192.168.200.4,10786_4,443.0,156,22,2537,11,.APRSF,149924,951
2017-04-05 13:35:25.443743406,UDP,192.168.210.4,10031_250,1900.0,0,0,3102,5,......,0,1092
2017-04-05 13:35:25.457375608,UDP,192.168.210.4,10031_250,1900.0,0,0,2843,6,......,0,1092
2017-04-05 15:31:00.009322318,TCP,192.168.220.10,12613_89,80.0,185,20,7875,6,.AP.SF,141,1515
2017-04-05 15:31:00.028540821,TCP,192.168.220.10,10068_2,80.0,134,2,267,3,.A..SF,6,1515
2017-04-05 15:31:59.816544855,UDP,192.168.220.15,DNS,53.0,525,1,174,2,......,5,1529
2017-04-05 15:32:00.106928510,TCP,192.168.220.15,11744_163,138.0,4572,5,569,12,.AP.SF,97,1529
2017-04-05 15:53:34.325038409,TCP,192.168.200.4,11657_77,137.0,973113245,625287,2669515642,881214,.AP.SF,2,1596
2017-04-05 15:53:34.333050145,TCP,192.168.100.3,10078_100,137.0,1290465951,745630,160805026,882209,.AP.SF,16,1596
2017-04-05 15:53:34.483733516,UDP,192.168.200.4,DNS,53.0,160,1,54,2,......,0,1596
2017-04-05 15:53:30.431833305,TCP,192.168.200.8,10596_26,443.0,157,8,914,7,.APRSF,6,1602
2017-04-05 15:53:30.444446171,TCP,192.168.200.8,10596_26,443.0,771,7,929,7,.APRSF,15,1602
2017-04-05 15:59:25.016439197,UDP,192.168.220.9,16376_229,8082.0,0,0,497,1,......,12,1613
2017-04-05 15:59:25.028247646,UDP,192.168.220.9,16376_229,8082.0,0,0,399,2,......,14,1613
2017-04-05 16:36:59.147867105,TCP,192.168.220.15,10023_15,443.0,427,22,83,4,.AP.SF,6,1706
2017-04-05 16:36:59.163956835,TCP,192.168.220.15,192.168.210.2,445.0,2186,8,441,24,.AP.SF,0,1706
2017-04-05 16:44:38.793788897,TCP,192.168.220.10,10870_140,443.0,1761,6,1553,10,.AP.SF,5,1726
2017-04-05 16:44:39.011208741,TCP,192.168.220.10,10106_93,443.0,1670,6,74,8,.AP.SF,6,1726
2017-04-05 17:21:35.309969926,UDP,192.168.220.11,DNS,53.0,301,1,152,2,......,5,1739
2017-04-05 17:21:40.821625852,TCP,192.168.220.11,10124_1,443.0,1568,10,91,2,.AP...,54,1739
2017-04-05 17:34:21.078781018,UDP,192.168.220.16,10444_137,137.0,0,0,92,2,......,0,1779
2017-04-05 17:34:24.852012573,UDP,192.168.220.14,192.168.220.16,53.0,41113,1,150,2,......,0,1779
2017-04-05 18:45:38.921120235,UDP,192.168.220.5,DNS,53.0,1056,2,151,1,......,48,1830
2017-04-05 18:45:38.932050414,UDP,192.168.220.5,DNS,53.0,729,2,2898,1,......,0,1830
2017-04-05 18:45:38.957746235,UDP,192.168.220.5,DNS,53.0,361,1,150,2,......,5,1830
2017-04-05 18:45:38.975629284,UDP,192.168.220.5,DNS,53.0,54151,1,3286,1,......,0,1830
2017-04-06 07:35:41.031919415,UDP,192.168.200.4,DNS,53.0,1152,1,163,2,......,0,1939
2017-04-06 07:35:41.394990312,UDP,192.168.200.4,DNS,53.0,1667,2,3664,2,......,0,1939
2017-04-06 07:35:41.406903814,UDP,192.168.200.4,DNS,53.0,471,1,1047,2,......,0,1939
2017-04-06 07:35:41.716339442,UDP,192.168.220.15,DNS,53.0,1657,2,161,1,......,2,1939
2017-04-06 07:35:41.821645762,UDP,192.168.220.15,DNS,53.0,98,2,163,2,......,14,1939
2017-04-06 07:35:41.831503596,UDP,192.168.220.16,DNS,53.0,3851,0,76,2,......,3,1939
2017-04-06 10:32:18.089266642,UDP,192.168.200.4,DNS,53.0,273,1,166,2,......,0,2014
2017-04-06 10:32:18.100345757,UDP,192.168.220.10,DNS,53.0,15917,1,1867,2,......,0,2014
2017-04-06 10:32:18.107104806,UDP,192.168.200.4,DNS,53.0,284,2,148,2,......,0,2014
2017-04-06 10:32:18.131336543,UDP,192.168.100.4,DNS,53.0,857,2,77,2,......,0,2014
2017-04-06 10:32:18.366432033,UDP,192.168.200.4,DNS,53.0,1326,2,153,2,......,0,2014
2017-04-06 11:15:02.106269701,TCP,192.168.220.11,10595_82,443.0,604,5,1279,7,.AP.SF,0,2064
2017-04-06 11:15:02.106908968,TCP,192.168.220.11,10595_82,443.0,621,6,1300,7,.AP.SF,28,2064
2017-04-06 11:15:02.113415898,TCP,192.168.220.11,16378_200,443.0,597,5,1506,19,......,24,2064
2017-04-06 11:15:02.118646909,TCP,192.168.220.11,10595_82,443.0,595,6,2399,19,......,0,2064
